@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
209,212,16,106,193,0.354515,0.929825,0.666667,0.929825,0.333333,0.776557,0.603416,1.540936,0.017635
210,212,16,105,194,0.351171,0.929825,0.66877,0.929825,0.33123,0.777982,0.601518,1.545797,0.017705
211,212,16,104,195,0.347826,0.929825,0.670886,0.929825,0.329114,0.779412,0.59962,1.550688,0.017726
212,211,17,104,195,0.347826,0.925439,0.669841,0.925439,0.330159,0.777164,0.597723,1.548273,0.018773
213,211,17,103,196,0.344482,0.925439,0.671975,0.925439,0.328025,0.778598,0.595825,1.553204,0.019336
214,211,17,102,197,0.341137,0.925439,0.674121,0.925439,0.325879,0.780037,0.593928,1.558167,0.019522
215,211,17,101,198,0.337793,0.925439,0.676282,0.925439,0.323718,0.781481,0.59203,1.563161,0.019548
216,211,17,100,199,0.334448,0.925439,0.678457,0.925439,0.321543,0.782931,0.590133,1.568187,0.021082
217,211,17,99,200,0.331104,0.925439,0.680645,0.925439,0.319355,0.784387,0.588235,1.573246,0.023551
218,211,17,98,201,0.327759,0.925439,0.682848,0.925439,0.317152,0.785847,0.586338,1.578337,0.023756
219,211,17,97,202,0.324415,0.925439,0.685065,0.925439,0.314935,0.787313,0.58444,1.583461,0.023927
220,211,17,96,203,0.32107,0.925439,0.687296,0.925439,0.312704,0.788785,0.582543,1.588619,0.024528
221,211,17,95,204,0.317726,0.925439,0.689542,0.925439,0.310458,0.790262,0.580645,1.593811,0.025122
222,211,17,94,205,0.314381,0.925439,0.691803,0.925439,0.308197,0.791745,0.578748,1.599037,0.025237
223,211,17,93,206,0.311037,0.925439,0.694079,0.925439,0.305921,0.793233,0.57685,1.604297,0.02562
224,211,17,92,207,0.307692,0.925439,0.69637,0.925439,0.30363,0.794727,0.574953,1.609591,0.033822
225,211,17,91,208,0.304348,0.925439,0.698675,0.925439,0.301325,0.796226,0.573055,1.614921,0.034392
226,211,17,90,209,0.301003,0.925439,0.700997,0.925439,0.299003,0.797732,0.571157,1.620286,0.040859
227,211,17,89,210,0.297659,0.925439,0.703333,0.925439,0.296667,0.799242,0.56926,1.625687,0.043734
228,211,17,88,211,0.294314,0.925439,0.705686,0.925439,0.294314,0.800759,0.567362,1.631124,0.043851
229,211,17,87,212,0.29097,0.925439,0.708054,0.925439,0.291946,0.802281,0.565465,1.636598,0.04416
230,211,17,86,213,0.287625,0.925439,0.710438,0.925439,0.289562,0.80381,0.563567,1.642108,0.044791
231,211,17,85,214,0.284281,0.925439,0.712838,0.925439,0.287162,0.805344,0.56167,1.647656,0.046242
