@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
141,59,63,0,122,0,0.483607,1,0.483607,0,0.651934,0.241803,2,0.997799
142,58,64,0,122,0,0.47541,1,0.47541,0,0.644444,0.237705,2,0.997999
143,57,65,0,122,0,0.467213,1,0.467213,0,0.636872,0.233607,2,0.998164
144,56,66,0,122,0,0.459016,1,0.459016,0,0.629213,0.229508,2,0.999284
145,55,67,0,122,0,0.45082,1,0.45082,0,0.621469,0.22541,2,0.999378
146,54,68,0,122,0,0.442623,1,0.442623,0,0.613636,0.221311,2,0.999409
147,53,69,0,122,0,0.434426,1,0.434426,0,0.605714,0.217213,2,0.999433
148,52,70,0,122,0,0.42623,1,0.42623,0,0.597701,0.213115,2,0.99975
149,51,71,0,122,0,0.418033,1,0.418033,0,0.589595,0.209016,2,0.999815
150,50,72,0,122,0,0.409836,1,0.409836,0,0.581395,0.204918,2,0.999826
151,49,73,0,122,0,0.401639,1,0.401639,0,0.573099,0.20082,2,0.999883
152,48,74,0,122,0,0.393443,1,0.393443,0,0.564706,0.196721,2,0.999953
153,47,75,0,122,0,0.385246,1,0.385246,0,0.556213,0.192623,2,0.999955
154,46,76,0,122,0,0.377049,1,0.377049,0,0.547619,0.188525,2,0.999984
155,45,77,0,122,0,0.368852,1,0.368852,0,0.538922,0.184426,2,0.99999
156,44,78,0,122,0,0.360656,1,0.360656,0,0.53012,0.180328,2,0.999991
157,43,79,0,122,0,0.352459,1,0.352459,0,0.521212,0.17623,2,0.999994
158,42,80,0,122,0,0.344262,1,0.344262,0,0.512195,0.172131,2,0.999999
159,41,81,0,122,0,0.336066,1,0.336066,0,0.503067,0.168033,2,0.999999
160,40,82,0,122,0,0.327869,1,0.327869,0,0.493827,0.163934,2,0.999999
161,39,83,0,122,0,0.319672,1,0.319672,0,0.484472,0.159836,2,0.999999
162,38,84,0,122,0,0.311475,1,0.311475,0,0.475,0.155738,2,0.999999
163,37,85,0,122,0,0.303279,1,0.303279,0,0.465409,0.151639,2,1
164,36,86,0,122,0,0.295082,1,0.295082,0,0.455696,0.147541,2,1
165,35,87,0,122,0,0.286885,1,0.286885,0,0.44586,0.143443,2,1
166,34,88,0,122,0,0.278689,1,0.278689,0,0.435897,0.139344,2,1
167,33,89,0,122,0,0.270492,1,0.270492,0,0.425806,0.135246,2,1
168,32,90,0,122,0,0.262295,1,0.262295,0,0.415584,0.131148,2,1
169,31,91,0,122,0,0.254098,1,0.254098,0,0.405229,0.127049,2,1
170,30,92,0,122,0,0.245902,1,0.245902,0,0.394737,0.122951,2,1
171,29,93,0,122,0,0.237705,1,0.237705,0,0.384106,0.118852,2,1
172,28,94,0,122,0,0.229508,1,0.229508,0,0.373333,0.114754,2,1
173,27,95,0,122,0,0.221311,1,0.221311,0,0.362416,0.110656,2,1
174,26,96,0,122,0,0.213115,1,0.213115,0,0.351351,0.106557,2,1
